park_name,postcode,website,staticcaravanparks_url,telephone,no_pitches,pitch_fees,season_pitches_box_found,data_source,county,town,region,region_fallback_used,status,chain
Cresswell Towers Holiday Park,NE61 5JT,https://www.parkdeanresorts.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/cresswell-towers-holiday-park,01670 860 411,,,True,original 643-park reference table,Northumberland,Cresswell,North East,no,listings,Parkdean
Crimdon Dene Holiday Park,TS27 4BN,https://www.parkdeanresorts.co.uk/location/northumberland-county-durham/crimdon-dene/,https://www.staticcaravanparks.co.uk/parks/tyne-and-wear/crimdon-dene-holiday-park,01429267801,796.0,,True,original 643-park reference table,County Durham,Monk Hesleden,North East,no,listings,Parkdean
Croft Farm Holiday Park,PL30 5EH,https://www.croftfarm.co.uk,https://www.staticcaravanparks.co.uk/parks/cornwall/croft-farm-holiday-park,01726 850 228,,,False,original 643-park reference table,Cornwall,Luxulyan,South West,no,listings,
Crofthead Holiday Park,KA6 6EN,https://harrisonholidays.com,https://www.staticcaravanparks.co.uk/parks/scotland/crofthead-caravan-park,01292 263516,,,False,original 643-park reference table,South Ayrshire,South Ayrshire,Scotland,no,listings,Harrison Holidays
Crook Farm Holiday Park,BD17 5ED,https://meridianparks.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/crook-farm-caravan-park-ltd,01274 584 339,,,False,original 643-park reference table,Bradford,Baildon,Yorkshire and Humber,no,listings,Meridian Parks
Crook O Lune Holiday Park,LA2 9HP,https://www.pure-leisure.co.uk,https://www.staticcaravanparks.co.uk/parks/lancashire/crook-o-lune-caravan-park,,,,False,original 643-park reference table,Lancashire,Quernmore,North West,no,listings,Pure Leisure
Dalton Meadows Country Park,DL2 2PT,https://horizonholidayparks.co.uk/dalton-meadows-country-park/,https://www.staticcaravanparks.co.uk/parks/lincolnshire/country-meadows-holiday-park,01754 874455,36.0,,False,original 643-park reference table,North Yorkshire,North Cowton,Yorkshire and Humber,no,enquire,Horizon Holiday Parks
Dartmoor View,EX20 2QL,https://haulfrynholidays.co.uk,https://www.staticcaravanparks.co.uk/parks/devon/dartmoor-view-holiday-park,01347 231 545,,,False,original 643-park reference table,Devon,Drewsteignton,South West,no,listings,Haulfryn
Dawlish Sands,EX7 0PG,https://www.parkholidays.com,https://www.staticcaravanparks.co.uk/parks/devon/dawlish-sands,01626 862038,,,False,original 643-park reference table,Devon,Dawlish,South West,no,listings,Park Holidays
Deeside,AB12 5FX,https://www.woodleisure.co.uk,https://www.staticcaravanparks.co.uk/parks/scotland/deeside-holiday-park,01250 878 123,,,True,original 643-park reference table,Aberdeenshire,Aberdeenshire,Scotland,no,listings,Wood Leisure
Delamere Lake Sailing &amp; Holiday Park,CW8 2JL,https://haulfrynholidays.co.uk,,,,,False,original 643-park reference table,Cheshire West and Chester,Delamere and Oakmere,North West,no,listings,Haulfryn
Devon Cliffs Holiday Park,EX8 5BT,https://www.haven.com/parks/devon/devon-cliffs,https://www.staticcaravanparks.co.uk/parks/devon/devon-cliffs-holiday-park,01395 224066,,,False,original 643-park reference table,Devon,Exmouth,South West,no,listings,Haven
Devon Hills,TQ4 7PW,https://haulfrynholidays.co.uk,https://www.staticcaravanparks.co.uk/parks/devon/devon-hills-holiday-village,01803666930,,,False,original 643-park reference table,Torbay,"Torbay, unparished area",South West,no,listings,Haulfryn
Dinas Country Club  Holiday Park,SA42 0UN,https://dinascountryclub.co.uk,https://www.staticcaravanparks.co.uk/parks/wales/dinas-country-club-and-leisure-park,01348 811260,,,False,original 643-park reference table,Pembrokeshire,Dinas Cross,South Wales,yes,listings,
Doniford Bay Holiday Park,TA23 0TJ,https://www.haven.com/parks/somerset/doniford-bay,https://www.staticcaravanparks.co.uk/parks/somerset/doniford-bay-holiday-park,01984 632423,,,False,original 643-park reference table,Somerset,Williton,South West,no,listings,Haven
Dovercourt Caravan Park,CO12 3TZ,https://www.parkholidays.com,https://www.staticcaravanparks.co.uk/parks/essex/dovercourt-holiday-park,01255 442 435,,,False,original 643-park reference table,Essex,Harwich,General East,yes,listings,Park Holidays
Eastern Beach Holiday Park,NR30 5HH,https://thefamilyparksgroup.co.uk,https://www.staticcaravanparks.co.uk/parks/suffolk/eastern-beach-caravan-park,,,,False,original 643-park reference table,Norfolk,Caister-on-Sea,General East,yes,listings,The Family Parks Group
Eastland Meadows Country Park,CM0 7PP,https://eastlandmeadows.co.uk,https://www.staticcaravanparks.co.uk/parks/essex/eastlands-meadows-country-park,,,,False,original 643-park reference table,Essex,Bradwell-on-Sea,General East,no,listings,
Elliotts (Hayling Island in Hampshire),PO11 9RX,https://greenwoodparks.net,https://www.staticcaravanparks.co.uk/parks/hampshire/elliotts-caravan-park,02392 466991,200.0,2304.0,True,original 643-park reference table,Hampshire,"Havant, unparished area",South East,yes,listings,Green Wood Parks
Elm Bank Coastal Park,TD15 2QR,https://elmbankcoastalpark.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/elm-bank-coastal-park,01289 306 629,,,True,original 643-park reference table,Northumberland,Berwick-upon-Tweed,North East,yes,listings,Daly Parks
Erigmore Holiday Park,PH8 0BJ,https://www.verdantleisure.co.uk,https://www.staticcaravanparks.co.uk/parks/scotland/the-erigmore-estate,01350 727236,,,False,original 643-park reference table,Perth and Kinross,Perth and Kinross,Scotland,no,listings,Verdant Leisure
Eryl Hall Holiday Park,LL17 0EW,https://lyonsholidayparks.co.uk,https://www.staticcaravanparks.co.uk/parks/wales/eryl-hall-caravan-park,01745 582 255,,,False,original 643-park reference table,Denbighshire,Cefnmeiriadog,North Wales,no,listings,Lyons Holiday Parks
Eyemouth Holiday Park,TD14 5BE,https://www.parkdeanresorts.co.uk/location/scotland/eyemouth/#park-content,https://www.staticcaravanparks.co.uk/parks/scotland/eyemouth-holiday-park,01890 751 050,,,True,original 643-park reference table,Scottish Borders,Scottish Borders,Scotland,yes,listings,Parkdean
Fallbarrow,LA23 3DL,https://www.parkdeanresorts.co.uk/,https://www.staticcaravanparks.co.uk/parks/cumbria/fallbarrow-park,01539 444422,,,False,original 643-park reference table,Westmorland and Furness,Windermere and Bowness,North West,no,listings,Parkdean
Far Arnside,LA5 0SL,https://www.holgates.co.uk,https://www.staticcaravanparks.co.uk/parks/cumbria/stoney-gap-caravan-park,,,,False,original 643-park reference table,Westmorland and Furness,Arnside,North West,no,listings,Holgates
Far Grange Holiday Park,YO25 8SY,https://www.haven.com/parks/yorkshire-filey/far-grange,https://www.staticcaravanparks.co.uk/parks/yorkshire/far-grange-caravan-park,01262 468247,,,False,original 643-park reference table,East Riding of Yorkshire,Skipsea,Yorkshire and Humber,no,listings,Haven
Faskally Woods,PH16 5LD,https://www.woodleisure.co.uk,https://www.staticcaravanparks.co.uk/parks/scotland/the-woods-caravan-park,,,,False,original 643-park reference table,Perth and Kinross,Perth and Kinross,Scotland,no,listings,Wood Leisure
Felixstowe Beach Holiday Park,IP11 2HA,https://www.parkholidays.com,https://www.staticcaravanparks.co.uk/parks/suffolk/felixstowe-beach-holiday-village,01394 283393,,,False,original 643-park reference table,Suffolk,Felixstowe,General East,no,listings,Park Holidays
Fell End Caravan Park,LA7 7BS,https://www.pure-leisure.co.uk,https://www.staticcaravanparks.co.uk/parks/cumbria/fell-end-caravan-park,01524781453,,,False,original 643-park reference table,Westmorland and Furness,Beetham,North West,no,listings,Pure Leisure
Felmoor Holiday Park,NE65 9QH,https://wyldecrestholidayparks.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/fellmoor-park,01670 787790,,,False,original 643-park reference table,Northumberland,Thirston,North East,no,listings,Wyldecrest Holiday Parks
Ferryfields Caravan Park,TN36 4JU,https://thefamilyparksgroup.co.uk,https://www.staticcaravanparks.co.uk/parks/sussex/ferryfields-park,,70.0,,False,original 643-park reference table,East Sussex,Icklesham,South East,no,listings,The Family Parks Group
Fineburn Caravan Park,DL13 2SY,https://meridianparks.co.uk,https://www.staticcaravanparks.co.uk/parks/county-durham/fineburn-caravan-park,07917 841539,,,False,original 643-park reference table,County Durham,Stanhope,North East,no,listings,Meridian Parks
Finlake Holiday Park,TQ13 0EJ,https://haulfrynholidays.co.uk,https://www.staticcaravanparks.co.uk/parks/devon/finlake-holiday-park,01626 853833,,,False,original 643-park reference table,Devon,Hennock,South West,no,listings,Haulfryn
Fishguard Bay Resort,SA65 9ET,http://www.fishguardbay.com,https://www.staticcaravanparks.co.uk/parks/wales/fishguard-bay-caravan-park,01348 811 415,,,False,original 643-park reference table,Pembrokeshire,Dinas Cross,South Wales,yes,listings,
Fishguard Holiday Park,SA65 9JH,https://www.valeholidayparks.com,https://www.staticcaravanparks.co.uk/parks/wales/fishguard-bay-caravan-park,01348 811 415,,,False,original 643-park reference table,Pembrokeshire,Fishguard and Goodwick,South Wales,no,listings,Vale Holiday Parks
Forest Edge Holiday Park,BH24 2SD,https://www.shorefield.co.uk,https://www.staticcaravanparks.co.uk/parks/dorset/forest-edge-holiday-park,01590 648 331,,,False,original 643-park reference table,Dorset,St. Leonards and St. Ives,South West,no,listings,Shorefield Holidays
Forget Me Not,NE65 8QY,https://maguirescountryparks.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/forget-me-not-country-park,01670 788 364,,,False,original 643-park reference table,Northumberland,Nunnykirk,North East,no,listings,Maguires Country Parks
Fox Hill Holiday Park,YO60 7RX,https://www.larkhamleisure.com,,,,,False,original 643-park reference table,North Yorkshire,Claxton,Yorkshire and Humber,no,listings,Larkham Leisure
Foxhall,DL11 7JZ,https://maguirescountryparks.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/fox-hall-caravan-park,,,,False,original 643-park reference table,North Yorkshire,Ravensworth,Yorkshire and Humber,no,listings,Maguires Country Parks
Freshwater Beach Holiday Park,DT6 4PT,https://freshwaterbeach.co.uk,https://www.staticcaravanparks.co.uk/parks/dorset/freshwater-beach-holiday-park,01308 897317,,,False,original 643-park reference table,Dorset,Burton Bradstock,South West,no,listings,
Garreg Wen Holiday Park,LL49 9YF,https://www.haven.com,https://www.staticcaravanparks.co.uk/parks/wales/garreg-wen-holiday-park,,,,False,original 643-park reference table,Gwynedd,Porthmadog,North Wales,yes,listings,Haven
Gatebeck Holiday Park,LA8 0HL,https://www.parkdeanresorts.co.uk/,https://www.staticcaravanparks.co.uk/parks/cumbria/gatebeck-caravan-park,,,,False,original 643-park reference table,Westmorland and Furness,Preston Richard,North West,no,listings,Parkdean
Gayton (Main Showground),PE32 1QJ,https://www.mcdonnellcaravans.co.uk,,,,,False,original 643-park reference table,Norfolk,Gayton,General East,no,listings,McDonnell Caravans
Glendale,CA7 5DJ,https://www.parkholidays.com,https://www.staticcaravanparks.co.uk/parks/cumbria/cottage-and-glendale-caravan-park,016973 51317,,,False,original 643-park reference table,Cumberland,Bowness,North West,no,listings,Park Holidays
Glendevon,FK14 7JY,https://www.awayresorts.co.uk,https://www.staticcaravanparks.co.uk/parks/lancashire/glen-caravan-park,,,,False,original 643-park reference table,Perth and Kinross,Perth and Kinross,Scotland,no,listings,Away Resorts
Glororum Holiday Park,NE69 7AW,https://www.northumbrianleisure.co.uk,https://www.staticcaravanparks.co.uk/parks/northumberland/glororum-caravan-park,,,,False,original 643-park reference table,Northumberland,Bamburgh,North East,no,listings,Northumbrian Leisure
Golden Beach Caravan Park,NR12 0AL,https://www.golden-beach.co.uk,https://www.staticcaravanparks.co.uk/parks/lincolnshire/golden-beach-holiday-park,01754 873 000,,,False,original 643-park reference table,Norfolk,Sea Palling,General East,yes,listings,Golden Beach
Golden Cap,DT6 6JX,https://wdlh.co.uk,https://www.staticcaravanparks.co.uk/parks/dorset/golden-cap-holiday-park,01297 489 341,,,False,original 643-park reference table,Dorset,Chideock,South West,no,listings,WDLH
Golden Coast Holiday Park,EX34 7HW,https://www.valeholidayparks.com,https://www.staticcaravanparks.co.uk/parks/norfolk/gold-coast-caravan-park,01263 513 626,,,False,original 643-park reference table,Devon,Mortehoe,South West,no,listings,Vale Holiday Parks
Golden Gate Holiday Park,LL22 9HU,https://www.northwalescaravans.co.uk,https://www.staticcaravanparks.co.uk/parks/wales/golden-gate-holiday-centre,01745 833048,,,False,original 643-park reference table,Conwy,Kinmel Bay and Towyn,North Wales,yes,listings,
Golden Leas Holiday Park,ME12 4JF,https://www.ploughleisurecaravanpark.com,https://www.staticcaravanparks.co.uk/parks/kent/golden-leas-holiday-park,01795 874 874,,,False,original 643-park reference table,Kent,Minster-on-Sea,South East,no,listings,
Golden Sands,EX7 0LZ,https://www.parkholidays.com,https://www.staticcaravanparks.co.uk/parks/cornwall/golden-sands-park,0843 178 7070,,,False,original 643-park reference table,Devon,Dawlish,South West,yes,listings,Park Holidays
Golden Sands Holiday Park Rhyl,LL18 5NA,https://www.parkholidays.com,,,,,False,original 643-park reference table,Conwy,Kinmel Bay and Towyn,North Wales,yes,listings,Park Holidays
Grange Leisure Park,LN12 1NE,https://www.coastfields.co.uk,https://www.staticcaravanparks.co.uk/parks/hampshire/grange-park,01489 783 895,,,False,original 643-park reference table,Lincolnshire,Mablethorpe and Sutton,Central England,no,listings,Coastfields Leisure
Grannie`S Heilan` Hame Holiday Park,IV25 3QD,https://www.parkdeanresorts.co.uk/,https://www.staticcaravanparks.co.uk/parks/scotland/grannies-heilan-hame-holiday-park,,,,False,original 643-park reference table,Highland,Highland,Scotland,yes,listings,Parkdean
Graston Copse,DT6 4QP,https://wdlh.co.uk,https://www.staticcaravanparks.co.uk/parks/dorset/graston-copse-holiday-park,,,,False,original 643-park reference table,Dorset,Burton Bradstock,South West,no,listings,WDLH
Green Hill Farm,SP5 2AZ,https://lovatparks.com,https://www.staticcaravanparks.co.uk/parks/county-durham/village-green-caravan-park,01434 604 720,,,False,original 643-park reference table,Wiltshire,Landford,South East,no,listings,Lovat Parks
Greenacres Holiday Park,LL49 9YF,https://www.haven.com/parks/north-wales/greenacres,,01766 512781,,,False,original 643-park reference table,Gwynedd,Porthmadog,North Wales,yes,listings,Haven
Greenways Of Gower Leisure Park,SA3 1LY,https://www.premierleisureparks.com,https://www.staticcaravanparks.co.uk/parks/wales/greenways-holiday-park,,,,False,original 643-park reference table,Swansea,Penrice,South Wales,yes,listings,Premier Leisure Parks
Greenwood Leghe Caravan Park,LA6 3DP,https://www.greenwoodleghe.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/greenwood-leghe-caravan-park,01524 241 511,,,False,original 643-park reference table,North Yorkshire,Ingleton,Yorkshire and Humber,no,enquire,Greenwood Leghe
Grey Tower (East Sussex),BN24 6DP,https://greenwoodparks.net,https://www.staticcaravanparks.co.uk/parks/sussex/grey-tower-caravan-park,01323 762 402,83.0,2370.0,True,original 643-park reference table,East Sussex,Pevensey,South East,no,listings,Green Wood Parks
Grondre Holiday Park,SA66 7HD,https://www.valeholidayparks.com,https://www.staticcaravanparks.co.uk/parks/wales/grondre-holiday-park,,,,False,original 643-park reference table,Pembrokeshire,Llawhaden,South Wales,no,listings,Vale Holiday Parks
Hafan Y Mor Holiday Park,LL53 6HX,https://www.haven.com/parks/north-wales/hafan-y-mor,https://www.staticcaravanparks.co.uk/parks/wales/hafan-y-mor-holiday-park,01758 612112,,,False,original 643-park reference table,Gwynedd,Llanystumdwy,North Wales,no,listings,Haven
Haggerston Castle Holiday Park,TD15 2PA,https://www.haven.com/parks/northumberland/haggerston-castle,https://www.staticcaravanparks.co.uk/parks/northumberland/haggerston-castle-holiday-park,01289 381333,,,False,original 643-park reference table,Northumberland,Ancroft,North East,no,listings,Haven
